% Model,011.mph
% Version,COMSOL 5.6.0.341
% Date,"Jan 24 2022, 02:25"
% Dimension,2
% Nodes,21
% Expressions,3
% Description,"濃度, 圧力, 速度大きさ"
% Length unit,mm
% x,y,c (mol/m^3),p (Pa),spf.U (m/s)
-0.1,0,2.6586915436887292E-6,48.39837495045453,9.719768350425294E-14
-0.09000000000000001,0,2.628983681958901E-6,41.72836659349534,0.012022141619325435
-0.08,0,2.599275820229044E-6,35.05835823653274,0.02404428323870047
-0.07,0,2.5695679584991865E-6,28.38834987957018,0.03606642485807544
-0.06000000000000001,0,2.5398600967693296E-6,21.7183415226076,0.048088566477450446
-0.05,0,2.5101522350394723E-6,15.048333165645023,0.06011070809682544
-0.04000000000000001,0,2.4804443733096155E-6,8.378324808682462,0.07213284971620042
-0.030000000000000002,0,2.450736511579758E-6,1.7083164517198846,0.08415499133557543
-0.020000000000000004,0,2.4210286498499013E-6,-4.9616919052426915,0.09617713295495042
-0.010000000000000009,0,2.391320788120044E-6,-11.63170026220526,0.1081992745743254
0,0,2.3616129263901866E-6,-18.301708619167837,0.1202214161937004
0.009999999999999995,0,2.3338128600198575E-6,-11.649144687096122,0.10819927457437663
0.01999999999999999,0,2.3060127936495326E-6,-4.996580754996041,0.09617713295500163
0.030000000000000002,0,2.2782127272792076E-6,1.6559831771040496,0.08415499133562664
0.04000000000000001,0,2.2504126609088823E-6,8.308547109204142,0.07213284971625163
0.04999999999999999,0,2.222612594538557E-6,14.961111041304216,0.060110708096876665
0.060000000000000005,0,2.194812528168232E-6,21.613674973404308,0.048088566477501656
0.07,0,2.1670124617979067E-6,28.2662389055044,0.03606642485812664
0.07999999999999999,0,2.1392123954275818E-6,34.91880283760448,0.02404428323875167
0.09,0,2.111412329057257E-6,41.571366769704575,0.012022141619376675
0.1,0,2.0836122626869307E-6,48.22393070180477,3.2810482821952104E-15
