% Model,110.mph
% Version,COMSOL 5.6.0.341
% Date,"Jan 24 2022, 02:34"
% Dimension,2
% Nodes,21
% Expressions,3
% Description,"濃度, 圧力, 速度大きさ"
% Length unit,mm
% x,y,c (mol/m^3),p (Pa),spf.U (m/s)
-0.1,0,4.766334680259564E-6,48.52256849421626,1.0037229437579227E-13
-0.09000000000000001,0,4.7457696824733596E-6,41.80142818701333,0.012015922317650399
-0.08,0,4.725204684687135E-6,35.080287879807386,0.024031844635350328
-0.07,0,4.704639686900911E-6,28.35914757260145,0.036047766953050245
-0.06000000000000001,0,4.684074689114686E-6,21.638007265395522,0.04806368927075016
-0.05,0,4.663509691328462E-6,14.916866958189582,0.060079611588450085
-0.04000000000000001,0,4.642944693542238E-6,8.195726650983646,0.07209553390615
-0.030000000000000002,0,4.622379695756013E-6,1.4745863437777065,0.08411145622384994
-0.020000000000000004,0,4.601814697969789E-6,-5.246553963428224,0.09612737854154985
-0.010000000000000009,0,4.5812497001835645E-6,-11.967694270634153,0.10814330085924975
0,0,4.560684702397341E-6,-18.688834577840094,0.12015922317694967
0.009999999999999995,0,4.541307292323129E-6,-11.986902192853464,0.10814330085930095
0.01999999999999999,0,4.5219298822489214E-6,-5.284969807838252,0.09612737854160103
0.030000000000000002,0,4.5025524721747135E-6,1.4169625771769674,0.0841114562239011
0.04000000000000001,0,4.483175062100506E-6,8.118894962192186,0.07209553390620117
0.04999999999999999,0,4.463797652026298E-6,14.820827347207391,0.06007961158850128
0.060000000000000005,0,4.444420241952089E-6,21.52275973222261,0.04806368927080135
0.07,0,4.425042831877881E-6,28.224692117237836,0.036047766953101405
0.07999999999999999,0,4.405665421803672E-6,34.926624502253034,0.02403184463540153
0.09,0,4.386288011729465E-6,41.62855688726825,0.012015922317701601
0.1,0,4.3669106016552565E-6,48.33048927228358,3.3799044532037428E-15
