% Model,101.mph
% Version,COMSOL 5.6.0.341
% Date,"Jan 24 2022, 02:33"
% Dimension,2
% Nodes,21
% Expressions,3
% Description,"濃度, 圧力, 速度大きさ"
% Length unit,mm
% x,y,c (mol/m^3),p (Pa),spf.U (m/s)
-0.1,0,3.9669551319634604E-6,48.334579481567594,9.718008806864725E-14
-0.09000000000000001,0,3.938064575327363E-6,41.671026631005304,0.01202104232260779
-0.08,0,3.90917401869124E-6,35.00747378043964,0.024042084645265166
-0.07,0,3.880283462055116E-6,28.343920929873995,0.03606312696792249
-0.06000000000000001,0,3.8513929054189926E-6,21.680368079308344,0.048084169290579855
-0.05,0,3.822502348782868E-6,15.016815228742692,0.0601052116132372
-0.04000000000000001,0,3.793611792146745E-6,8.353262378177053,0.07212625393589453
-0.030000000000000002,0,3.7647212355106213E-6,1.6897095276114027,0.08414729625855188
-0.020000000000000004,0,3.7358306788744976E-6,-4.97384332295425,0.09616833858120924
-0.010000000000000009,0,3.706940122238374E-6,-11.637396173519894,0.10818938090386657
0,0,3.67804956560225E-6,-18.300949024085547,0.12021042322652391
0.009999999999999995,0,3.648728195917593E-6,-11.642628897169283,0.10818938090391778
0.01999999999999999,0,3.619406826232935E-6,-4.98430877022465,0.09616833858126045
0.030000000000000002,0,3.590085456548277E-6,1.6740113567199915,0.0841472962586031
0.04000000000000001,0,3.560764086863619E-6,8.33233148366463,0.07212625393594574
0.04999999999999999,0,3.531442717178961E-6,14.990651610609255,0.06010521161328841
0.060000000000000005,0,3.502121347494303E-6,21.648971737553897,0.048084169290631064
0.07,0,3.4727999778096447E-6,28.30729186449855,0.03606312696797369
0.07999999999999999,0,3.443478608124987E-6,34.965611991443176,0.02404208464531636
0.09,0,3.414157238440329E-6,41.62393211838781,0.012021042322659022
0.1,0,3.38483586875567E-6,48.28225224533256,3.287319299052828E-15
