% Model,111.mph
% Version,COMSOL 5.6.0.341
% Date,"Jan 24 2022, 02:36"
% Dimension,2
% Nodes,21
% Expressions,3
% Description,"濃度, 圧力, 速度大きさ"
% Length unit,mm
% x,y,c (mol/m^3),p (Pa),spf.U (m/s)
-0.1,0,5.368168786123802E-6,48.35015853361759,9.712335844016927E-14
-0.09000000000000001,0,5.3578665152801855E-6,41.686637051700544,0.012010908330154516
-0.08,0,5.34756424443656E-6,35.02311556978012,0.02402181666035858
-0.07,0,5.337261973592933E-6,28.359594087859715,0.036032724990562585
-0.06000000000000001,0,5.326959702749308E-6,21.6960726059393,0.04804363332076663
-0.05,0,5.316657431905682E-6,15.032551124018886,0.06005454165097066
-0.04000000000000001,0,5.306355161062056E-6,8.369029642098477,0.07206544998117469
-0.030000000000000002,0,5.29605289021843E-6,1.705508160178071,0.08407635831137872
-0.020000000000000004,0,5.2857506193748044E-6,-4.958013321742343,0.09608726664158275
-0.010000000000000009,0,5.2754483485311786E-6,-11.62153480366275,0.10809817497178677
0,0,5.265146077687553E-6,-18.285056285583163,0.1201090833019908
0.009999999999999995,0,5.254893612192398E-6,-11.638966975688831,0.10809817497183793
0.01999999999999999,0,5.244641146697243E-6,-4.992877665766158,0.09608726664163392
0.030000000000000002,0,5.234388681202089E-6,1.6532116441565219,0.08407635831142989
0.04000000000000001,0,5.224136215706934E-6,8.299300954079202,0.07206544998122584
0.04999999999999999,0,5.21388375021178E-6,14.945390264001869,0.06005454165102183
0.060000000000000005,0,5.2036312847166255E-6,21.591479573924552,0.04804363332081779
0.07,0,5.193378819221471E-6,28.237568883847235,0.036032724990613746
0.07999999999999999,0,5.183126353726316E-6,34.8836581937699,0.024021816660409746
0.09,0,5.1728738882311614E-6,41.52974750369259,0.012010908330205699
0.1,0,5.162621422736007E-6,48.17583681361538,3.2460304359779114E-15
