 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,448.852,14.308,385,546
2,51984,439.21,13.502,379,516
3,51984,439.306,13.383,381,517
4,51984,439.089,13.36,372,534
5,51984,439.191,13.518,364,543
6,51984,439.137,13.39,379,519
7,51984,439.289,13.429,372,518
8,51984,438.918,13.477,376,540
9,51984,439.049,13.427,373,529
10,51984,439.164,13.369,377,528
11,51984,439.058,13.466,379,523
12,51984,439.037,13.411,378,516
13,51984,439.201,13.545,379,526
14,51984,439.022,13.436,376,505
15,51984,438.965,13.432,384,522
16,51984,439.241,13.491,356,524
17,51984,439.152,13.393,378,520
18,51984,438.93,13.38,377,523
19,51984,438.697,13.373,374,547
20,51984,438.873,13.525,369,536
21,51984,438.873,13.451,379,525
22,51984,438.928,13.37,378,527
23,51984,439.037,13.423,376,518
24,51984,438.955,13.378,381,517
25,51984,438.932,13.573,373,533
26,51984,439.016,13.389,371,530
27,51984,438.963,13.264,379,521
28,51984,438.908,13.436,374,520
29,51984,438.862,13.423,377,530
30,51984,438.814,13.379,379,530
31,51984,438.943,13.437,377,533
32,51984,438.875,13.449,373,516
33,51984,438.822,13.469,383,519
34,51984,438.946,13.505,383,530
35,51984,439.011,13.44,386,538
36,51984,438.999,13.441,373,550
37,51984,438.845,13.421,377,517
38,51984,438.892,13.309,379,521
39,51984,438.882,13.432,383,528
40,51984,438.793,13.414,361,508
41,51984,438.578,13.499,373,535
42,51984,438.716,13.409,382,515
43,51984,438.832,13.452,377,554
44,51984,438.564,13.402,382,533
45,51984,438.693,13.418,385,520
46,51984,438.857,13.44,376,518
47,51984,438.942,13.366,372,523
48,51984,438.642,13.385,365,512
49,51984,438.865,13.513,385,532
50,51984,438.698,13.37,375,527
51,51984,438.666,13.416,373,516
52,51984,438.758,13.407,364,526
53,51984,438.438,13.477,374,523
54,51984,438.49,13.367,378,515
55,51984,438.516,13.466,361,529
56,51984,438.4,13.43,368,541
57,51984,438.553,13.424,369,528
58,51984,438.516,13.429,376,521
59,51984,438.565,13.412,377,522
60,51984,438.372,13.387,367,529
61,51984,438.366,13.328,375,510
62,51984,438.414,13.42,370,515
63,51984,438.63,13.468,366,532
64,51984,438.562,13.405,377,517
65,51984,438.509,13.43,373,531
66,51984,438.438,13.277,371,528
67,51984,438.186,13.552,372,529
68,51984,438.439,13.436,377,527
69,51984,438.376,13.46,372,539
70,51984,438.36,13.417,374,509
71,51984,438.514,13.423,375,526
72,51984,438.339,13.359,376,510
73,51984,438.356,13.414,377,512
74,51984,438.086,13.402,382,518
75,51984,438.398,13.38,374,542
76,51984,438.357,13.398,373,537
77,51984,438.425,13.324,372,517
78,51984,438.399,13.339,375,520
79,51984,438.599,13.342,380,514
80,51984,438.359,13.381,371,517
81,51984,438.304,13.443,374,535
82,51984,438.321,13.396,375,511
83,51984,438.346,13.425,371,528
84,51984,438.192,13.348,381,526
85,51984,438.248,13.377,367,524
86,51984,438.401,13.485,377,515
87,51984,438.317,13.374,374,509
88,51984,438.252,13.399,369,546
89,51984,438.216,13.397,378,523
90,51984,438.282,13.515,373,529
91,51984,438.272,13.437,377,521
92,51984,438.274,13.471,381,520
93,51984,438.447,13.375,378,523
94,51984,438.13,13.449,377,517
95,51984,438.251,13.442,383,514
96,51984,438.056,13.335,371,524
97,51984,438.325,13.429,371,520
98,51984,438.155,13.321,382,523
99,51984,438.256,13.428,376,531
100,51984,438.202,13.359,354,531
101,51984,438.161,13.317,379,518
102,51984,438.203,13.397,377,536
103,51984,438.169,13.35,378,527
104,51984,438.209,13.452,377,522
105,51984,438.158,13.38,376,525
106,51984,438.094,13.519,380,512
107,51984,438.175,13.373,378,528
108,51984,438.237,13.397,376,534
109,51984,438.151,13.416,370,522
110,51984,438.271,13.346,385,535
111,51984,438.131,13.373,374,523
112,51984,438.168,13.351,366,519
113,51984,438.169,13.323,370,518
114,51984,438.349,13.457,375,521
115,51984,438.151,13.349,380,527
116,51984,438.117,13.32,374,531
117,51984,438.201,13.458,364,513
118,51984,438.039,13.385,366,528
119,51984,438.188,13.349,370,522
120,51984,437.828,13.34,377,518
121,51984,437.887,13.376,381,530
122,51984,437.913,13.301,376,546
123,51984,438.135,13.41,379,534
124,51984,437.761,13.418,383,513
125,51984,437.986,13.246,373,519
126,51984,437.922,13.384,369,515
127,51984,438.03,13.452,372,531
128,51984,437.855,13.371,375,529
129,51984,438.147,13.282,368,539
130,51984,438.034,13.415,347,519
131,51984,437.898,13.445,371,533
132,51984,438.022,13.337,369,528
133,51984,437.865,13.421,376,527
134,51984,438.269,13.383,375,516
135,51984,437.966,13.492,372,522
136,51984,437.889,13.377,377,540
137,51984,437.853,13.349,375,522
138,51984,437.973,13.542,379,531
139,51984,438.098,13.429,361,522
140,51984,437.814,13.332,374,523
141,51984,437.958,13.426,379,527
142,51984,437.861,13.457,374,520
143,51984,437.862,13.44,370,543
144,51984,437.985,13.327,380,526
145,51984,437.854,13.462,371,518
146,51984,438.066,13.383,373,532
147,51984,437.69,13.447,368,520
148,51984,438.087,13.438,366,525
149,51984,438.081,13.335,370,529
150,51984,437.709,13.343,372,517
151,51984,437.876,13.396,365,524
152,51984,438.115,13.25,380,514
153,51984,437.866,13.357,373,521
154,51984,438.039,13.383,378,533
155,51984,437.766,13.31,378,538
156,51984,437.9,13.358,382,534
157,51984,437.826,13.34,372,533
158,51984,437.94,13.288,377,525
159,51984,437.8,13.25,377,528
