 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,1771.416,160.878,579,2037
2,51984,1762.448,160.617,587,2056
3,51984,1760.59,160.488,571,2062
4,51984,1754.978,159.781,571,2041
5,51984,1758.579,160.488,558,2072
6,51984,1762.1,160.619,575,2067
7,51984,1755.901,160.108,574,2055
8,51984,1759.375,160.212,562,2048
9,51984,1754.434,159.801,565,2063
10,51984,1759.495,160.28,579,2038
11,51984,1758.883,160.469,538,2071
12,51984,1753.123,159.601,579,2072
13,51984,1757.44,159.96,577,2035
14,51984,1757.316,160.089,583,2043
15,51984,1754.665,159.815,560,2067
16,51984,1754.773,159.947,571,2035
17,51984,1756.412,159.881,587,2055
18,51984,1754.188,159.633,588,2063
19,51984,1754.325,159.708,568,2053
20,51984,1752.734,159.577,571,2050
21,51984,1753.449,159.691,578,2069
22,51984,1754.2,159.96,576,2051
23,51984,1752.769,159.332,589,2045
24,51984,1754.988,159.664,584,2035
25,51984,1749.225,159.198,584,2040
26,51984,1751.032,159.645,574,2020
27,51984,1751.57,159.231,564,2073
28,51984,1749.588,159.03,570,2005
29,51984,1749.094,159.045,562,2036
30,51984,1749.46,158.958,568,2062
31,51984,1748.092,159.268,584,2069
32,51984,1746.697,158.504,580,2019
33,51984,1749.542,158.879,584,2058
34,51984,1747.757,159.258,573,2068
35,51984,1747.16,158.89,565,2034
36,51984,1751.444,159.322,565,2058
37,51984,1750.406,159.503,561,2045
38,51984,1751.94,159.659,583,2036
39,51984,1749.39,158.699,565,2061
40,51984,1750.373,159.259,584,2030
41,51984,1745.668,158.574,563,2039
42,51984,1743.117,158.653,565,2023
43,51984,1742.649,158.383,580,2020
44,51984,1747.019,158.942,573,2031
45,51984,1744.229,158.622,585,2024
46,51984,1748.722,158.992,570,2044
47,51984,1750.419,159.571,574,2060
48,51984,1743.874,158.572,578,2022
49,51984,1746.041,158.636,588,2046
50,51984,1745.217,158.574,563,2035
51,51984,1743.305,158.327,561,2046
52,51984,1746.866,158.591,581,2051
53,51984,1744.532,158.41,589,2028
54,51984,1745.625,159.053,572,2045
55,51984,1745.584,158.509,565,2040
56,51984,1743.099,158.275,561,2043
57,51984,1742.397,158.346,585,2018
58,51984,1748.924,159.137,569,2034
59,51984,1742.29,158.344,556,2044
60,51984,1744.328,158.477,583,2031
61,51984,1741.979,158.267,559,2025
62,51984,1745.779,158.492,561,2015
63,51984,1743.872,158.428,579,2027
64,51984,1740.412,157.96,580,2031
65,51984,1743.673,158.529,552,2007
66,51984,1749.319,159.173,560,2008
67,51984,1745.404,158.425,572,2035
68,51984,1746.349,158.738,578,2018
69,51984,1743.99,158.2,579,2021
70,51984,1741.841,158.182,556,2039
71,51984,1741.964,158.199,577,2007
72,51984,1741.883,158.177,557,2021
73,51984,1741.381,158.241,570,2019
74,51984,1743.389,157.865,574,2058
75,51984,1740.722,157.46,567,2008
76,51984,1738.969,158.016,580,2012
77,51984,1738.087,157.677,550,2017
78,51984,1737.387,157.321,580,2012
79,51984,1737.984,157.101,583,2008
80,51984,1739.146,157.708,576,2084
81,51984,1739.719,158.254,563,2027
82,51984,1736.138,157.179,575,2045
83,51984,1735.891,157.362,586,2019
84,51984,1738.564,157.751,580,2022
85,51984,1735.283,157.459,573,2014
86,51984,1735.845,156.943,573,2069
87,51984,1733.546,157.361,564,2020
88,51984,1732.694,157.129,587,2000
89,51984,1736.474,157.043,578,2009
90,51984,1733.216,157.312,564,2013
91,51984,1736.857,157.283,573,2001
92,51984,1734.896,157.109,581,2019
93,51984,1735.353,156.953,582,2000
94,51984,1738.12,157.283,582,2045
95,51984,1738.181,158.007,563,2037
96,51984,1736.381,157.361,571,2001
97,51984,1737.688,157.805,573,2044
98,51984,1735.915,157.58,560,2011
99,51984,1735.991,157.558,581,2007
100,51984,1735.098,157.135,580,2025
101,51984,1737.967,157.412,580,2037
102,51984,1737.442,157.125,556,2027
103,51984,1739.755,157.665,563,2071
104,51984,1736.748,157.656,575,2016
105,51984,1735.464,157.558,563,2024
106,51984,1736.735,157.484,574,2014
107,51984,1736.541,157.526,571,2040
108,51984,1731.098,156.759,561,2019
109,51984,1737.302,157.54,586,2024
110,51984,1739.729,158.11,589,2037
111,51984,1737.017,157.492,586,2051
112,51984,1736.283,157.434,567,2012
113,51984,1739.899,157.797,564,2051
