 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,17589.973,1588.227,4688,19683
2,51984,17533.629,1584.155,4619,19709
3,51984,17529.891,1585.056,4623,19999
4,51984,17530.814,1583.782,4575,19802
5,51984,17508.975,1583.973,4568,19683
6,51984,17534.424,1583.964,4664,19791
7,51984,17545.834,1586.153,4715,19905
8,51984,17439.684,1574.658,4606,19554
9,51984,17496.486,1583.805,4543,19945
10,51984,17477.084,1578.944,4630,19666
11,51984,17463.285,1577.286,4538,19854
12,51984,17411.949,1571.752,4703,19461
13,51984,17377.557,1570.977,4534,19623
14,51984,17447.98,1576.031,4629,19802
15,51984,17377.527,1568.853,4661,19622
16,51984,17363.076,1567.635,4475,19298
17,51984,17382.439,1569.405,4500,19556
18,51984,17343.141,1564.966,4433,19672
19,51984,17363.045,1567.421,4463,19383
20,51984,17335.346,1567.337,4539,19787
21,51984,17297.129,1560.769,4586,19623
22,51984,17376.221,1568.322,4648,19451
23,51984,17276.033,1559.574,4630,19580
24,51984,17278.182,1561.605,4455,19401
25,51984,17324.432,1563.228,4448,19854
26,51984,17244.43,1557.083,4646,19280
27,51984,17261.426,1559.178,4595,19530
28,51984,17149.824,1547.816,4456,19263
29,51984,17240.604,1553.918,4544,19423
30,51984,17225.531,1553.888,4598,19631
31,51984,17247.223,1558.562,4514,19674
32,51984,17162.459,1548.325,4576,19315
33,51984,17170.195,1549.202,4532,19410
34,51984,17107.805,1543.638,4514,19136
35,51984,17164.92,1548.968,4333,19187
36,51984,17116.74,1542.715,4419,19401
37,51984,17103.582,1542.469,4545,19298
38,51984,17077.301,1539.246,4438,19187
39,51984,17066.229,1539.518,4543,19077
40,51984,17080.951,1539.922,4562,19325
41,51984,17081.861,1540.557,4489,19125
42,51984,17000.385,1535.757,4338,19279
43,51984,17045.346,1537.371,4478,19162
44,51984,17050.262,1537.252,4502,19417
45,51984,17011.338,1535.054,4397,19365
46,51984,17020.967,1536.243,4456,19316
47,51984,16968.025,1529.328,4525,19194
48,51984,16999.807,1532.596,4506,19179
49,51984,16928.941,1526.142,4423,18966
50,51984,16932.514,1527.182,4535,18970
51,51984,16952.547,1529.315,4307,19024
52,51984,16917.092,1524.89,4423,18921
53,51984,16911.961,1523.953,4501,19074
54,51984,16907.197,1521.595,4499,18982
55,51984,16891.047,1521.87,4500,19056
56,51984,16842.029,1517.868,4508,18824
57,51984,16854.014,1519.829,4455,18828
58,51984,16854.965,1518.411,4477,19058
59,51984,16852.211,1517.098,4589,19076
60,51984,16871.678,1520.309,4308,18938
61,51984,16820.43,1515.609,4325,18802
62,51984,16824.115,1513.849,4432,18800
63,51984,16746.969,1509.311,4402,18666
64,51984,16773.834,1512.162,4347,19058
65,51984,16766.348,1509.153,4471,19058
66,51984,16757.252,1509.23,4554,18816
67,51984,16694.494,1505.448,4360,18905
68,51984,16732.188,1508.308,4445,18853
69,51984,16755.938,1508.017,4450,18870
70,51984,16663.975,1500.816,4317,18674
71,51984,16670.455,1501.923,4370,18973
72,51984,16652.26,1499.898,4438,18870
73,51984,16718.281,1504.696,4454,18785
74,51984,16668.654,1500.202,4342,19195
75,51984,16664.463,1501.834,4423,18460
76,51984,16662.982,1501.236,4350,18733
77,51984,16622.379,1495.832,4398,18717
78,51984,16594.205,1494.112,4323,19144
79,51984,16573.42,1492.473,4339,18888
80,51984,16602.246,1492.448,4287,18660
81,51984,16604.016,1495.106,4427,18708
82,51984,16585.408,1494.313,4457,18598
83,51984,16559.75,1491.285,4349,18784
84,51984,16533.053,1486.382,4354,18494
85,51984,16552.164,1490.268,4242,18487
86,51984,16548.242,1491.812,4348,18886
87,51984,16521.756,1486.738,4308,18561
88,51984,16524.279,1487.404,4323,18562
89,51984,16512.59,1484.856,4426,18631
90,51984,16433.189,1478.844,4345,18700
91,51984,16427.893,1477.892,4403,18699
92,51984,16514.455,1485.66,4310,18546
93,51984,16444.396,1480.03,4338,18764
94,51984,16433.414,1477.581,4292,18612
95,51984,16431.91,1478.082,4139,18306
96,51984,16442.266,1480.06,4466,18692
97,51984,16436.637,1478.955,4329,18543
98,51984,16321.869,1466.831,4262,18324
99,51984,16413.705,1474.982,4351,18443
100,51984,16292.415,1463.732,4189,18546
101,51984,16362.832,1472.885,4284,18443
102,51984,16317.784,1467.515,4279,18281
103,51984,16337.142,1468.356,4310,18611
104,51984,16234.315,1458.221,4240,18255
105,51984,16291.999,1465.1,4257,18595
106,51984,16309.216,1468.382,4278,18230
107,51984,16302.61,1464.546,4319,18709
108,51984,16247.101,1460.66,4333,18253
109,51984,16263.865,1462.312,4296,18322
110,51984,16198.645,1454.418,4228,18323
111,51984,16184.658,1454.329,4296,18546
112,51984,16269.438,1464,4228,18288
113,51984,16174.295,1453.284,4091,18289
114,51984,16145.064,1450.96,4196,18127
115,51984,16201.391,1455.552,4279,18340
116,51984,16169.74,1452.576,4259,18410
117,51984,16233.63,1458.126,4332,18204
118,51984,16181.025,1453.116,4254,18150
119,51984,16111.403,1448.246,4343,18238
120,51984,16189.632,1456.664,4196,18186
121,51984,16147.83,1450.894,4321,18145
122,51984,16083.729,1444.402,4308,18203
123,51984,16110.354,1446.943,4219,17842
124,51984,16099.202,1445.782,4249,18340
125,51984,16112.083,1446.532,4349,18033
126,51984,16067.604,1441.348,4267,18322
127,51984,16063.434,1441.774,4245,18161
128,51984,16046.916,1439.364,4224,18032
129,51984,16043.344,1439.928,4296,17982
130,51984,16002.85,1436.236,4346,18185
131,51984,16035.891,1439.39,4233,17946
132,51984,16024.432,1437.183,4278,18111
133,51984,16054.165,1439.591,4151,18059
134,51984,16015.42,1437.525,4237,17913
135,51984,15972.716,1432.504,4315,18093
136,51984,15920.829,1428.176,4253,17706
137,51984,15975.968,1432.075,4294,18101
138,51984,15985.453,1435.364,4164,17665
139,51984,15983.613,1433.363,4202,18220
140,51984,15956.835,1430.384,4138,17827
141,51984,15895.353,1426.289,4196,17982
142,51984,15937.836,1429.854,4283,17912
143,51984,15897.865,1426.556,4260,17973
144,51984,15897.107,1425.561,4257,18111
145,51984,15846.383,1420.335,4209,17853
146,51984,15874.457,1423.199,4211,18134
147,51984,15861.303,1422.87,4157,17853
148,51984,15851.159,1421.183,4157,17853
149,51984,15855.017,1421.474,4231,17792
150,51984,15810.327,1416.32,4191,17906
151,51984,15760.702,1411.859,4128,18152
152,51984,15749.15,1411.232,4155,17793
153,51984,15799.534,1415.794,4286,17621
154,51984,15797.283,1416.454,4185,17810
155,51984,15761.685,1412.768,4122,17672
156,51984,15755.113,1411.835,4273,18118
157,51984,15721.119,1409.457,4278,17775
158,51984,15724.174,1409.242,4198,17947
159,51984,15737.605,1409.473,4138,18033
160,51984,15716.6,1407.778,4190,17666
161,51984,15719.97,1407.948,4076,17930
162,51984,15646.232,1401.616,4191,17689
163,51984,15715.636,1408.252,4236,17896
164,51984,15639.39,1401.538,4177,17665
165,51984,15678.87,1404.588,4076,17638
166,51984,15668.961,1403.225,4051,17683
167,51984,15659.39,1402.9,4122,17708
168,51984,15610.18,1398,4074,17597
169,51984,15669.284,1402.331,4237,17825
170,51984,15555.287,1392.216,4076,17382
171,51984,15594.701,1395.437,4093,17725
172,51984,15569.561,1395.055,4233,17563
173,51984,15566.406,1392.703,4203,17827
174,51984,15589.386,1395.194,4220,17519
175,51984,15538.043,1390.156,4198,17605
176,51984,15546.96,1392.056,4189,17673
177,51984,15452.502,1382.484,4197,17400
178,51984,15537.782,1390.315,4084,17478
179,51984,15519.654,1389.922,4055,17562
180,51984,15483.156,1386.142,4087,17348
181,51984,15459.898,1382.121,4129,17416
182,51984,15507.487,1386.943,4106,17297
183,51984,15470.752,1384.42,4138,17280
184,51984,15443.141,1381.142,4080,17365
185,51984,15430.766,1378.887,4080,17520
186,51984,15423.3,1378.062,4203,17760
187,51984,15479.431,1384.414,4140,17501
188,51984,15433.712,1379.499,4148,17349
189,51984,15403.012,1375.988,4043,17381
190,51984,15409.785,1377.442,4036,17330
191,51984,15326.663,1369.234,4072,17126
192,51984,15366.378,1374.203,4159,17417
193,51984,15312.48,1369.056,4147,17169
194,51984,15359.819,1373.974,4025,17638
195,51984,15308.854,1369.033,4110,17153
196,51984,15337.676,1370.918,4091,17331
197,51984,15357.638,1373.375,4123,17417
198,51984,15305.021,1366.14,4057,17101
199,51984,15273.696,1364.271,4025,17091
200,51984,15327.479,1369.012,4123,17331
201,51984,15302.414,1367.463,4073,17211
202,51984,15250.771,1363.063,4084,17073
203,51984,15208.088,1361.829,4025,17399
204,51984,15266.332,1366.011,4056,17324
205,51984,16991.492,1848.552,4356,19757
206,51984,18648.438,1657.462,4946,20891
207,51984,23252.104,2322.36,6087,25912
208,51984,25246.988,2674.48,6133,28063
209,51984,18632.586,1845.7,5548,23623
210,51984,15486.963,1257.498,4587,19442
211,51984,1511.82,2817.172,433,26467
212,51984,4945.021,867.208,1756,7801
213,51984,5717.365,1503.211,2196,9489
214,51984,3439.333,1208.617,1331,5930
215,51984,1819.615,732.641,748,3749
216,51984,972.201,182.592,550,1582
217,51984,670.384,120.156,454,1035
218,51984,515.973,35.187,417,697
219,51984,467.845,20.831,377,598
220,51984,491.463,21.732,399,616
221,51984,981.067,219.009,527,1392
222,51984,1001.357,247.534,515,1456
223,51984,1550.771,360.277,639,2240
224,51984,822.601,158.728,503,1215
225,51984,509.648,29.463,422,634
226,51984,526.477,31.78,427,668
227,51984,2590.843,1693.608,682,5733
228,51984,2661.043,1961.545,594,6363
229,51984,2862.791,1970.321,592,6565
230,51984,1138.159,491.644,462,2206
231,51984,1498.224,569.273,623,2622
232,51984,1478.87,729.406,575,2863
233,51984,1463.253,783.083,527,3033
234,51984,1238.829,593.403,475,2453
235,51984,615.062,101.542,453,911
236,51984,677.7,160.525,434,1043
237,51984,908.735,367.215,448,1684
238,51984,836.995,290.529,433,1428
239,51984,542.793,58.045,417,735
240,51984,564.319,86.709,430,840
241,51984,550.875,84.144,404,857
242,51984,534.252,75.017,413,828
243,51984,519.594,65.006,413,814
244,51984,506.035,54.818,415,749
245,51984,494.924,45.467,406,715
246,51984,486.307,38.324,394,695
247,51984,478.888,31.587,399,654
248,51984,473.373,27,383,624
249,51984,468.924,23.492,402,600
250,51984,465.711,21.343,389,565
251,51984,463.889,19.975,392,570
252,51984,461.996,19.285,391,567
253,51984,461.497,18.899,390,568
254,51984,460.841,18.748,391,551
255,51984,460.489,18.885,378,546
256,51984,460.475,19.106,371,558
257,51984,460.213,19.257,385,546
258,51984,460.246,19.706,392,572
259,51984,460.472,20.154,382,558
260,51984,459.899,20.224,385,551
261,51984,459.319,20.269,385,576
262,51984,458.686,20.104,388,590
263,51984,457.56,19.755,385,562
264,51984,456.344,19.038,386,550
265,51984,455.246,18.526,390,568
266,51984,454.025,17.807,381,547
267,51984,455.106,16.729,384,541
268,51984,460.396,15.822,400,547
269,51984,443.214,13.966,381,543
270,51984,448.012,13.632,383,529
271,51984,448.128,13.604,393,527
272,51984,448.55,13.722,388,534
273,51984,448.802,13.722,385,519
274,51984,448.992,13.76,379,522
275,51984,449.401,13.854,390,537
276,51984,450.568,14.089,388,534
277,51984,452.093,14.476,387,542
278,51984,452.898,15.172,385,537
279,51984,453.946,15.947,380,564
280,51984,454.608,16.791,372,534
281,51984,455.352,17.311,375,557
282,51984,455.836,17.703,381,541
283,51984,455.804,17.559,390,541
284,51984,455.3,17.3,376,546
285,51984,454.508,16.892,382,538
286,51984,453.273,16.329,385,535
287,51984,452.59,15.869,386,544
288,51984,451.841,15.431,387,540
289,51984,451.117,15.057,380,538
290,51984,450.711,14.833,371,545
291,51984,449.729,14.661,383,543
292,51984,449.846,14.648,391,537
293,51984,449.447,14.628,378,547
294,51984,449.01,14.549,387,525
295,51984,449.02,14.549,385,542
296,51984,448.704,14.438,377,524
297,51984,448.545,14.58,385,522
298,51984,448.17,14.548,366,532
299,51984,447.929,14.468,384,535
300,51984,447.985,14.413,379,538
301,51984,447.812,14.36,375,529
302,51984,447.732,14.525,377,531
303,51984,447.46,14.306,373,534
304,51984,447.307,14.368,377,521
305,51984,446.875,14.199,385,528
306,51984,446.76,14.291,371,531
307,51984,446.486,14.252,389,530
308,51984,446.266,14.255,386,527
309,51984,446.139,14.2,374,541
310,51984,445.861,14.067,368,533
311,51984,445.611,14.14,365,533
312,51984,445.288,14.125,380,523
313,51984,444.903,14.116,381,540
314,51984,444.67,13.982,374,525
315,51984,444.549,13.951,381,538
316,51984,444.251,14.047,382,528
317,51984,444.169,13.989,383,526
318,51984,444.055,13.824,381,520
319,51984,443.568,13.837,381,527
320,51984,443.161,13.849,380,526
321,51984,443.222,13.721,383,528
322,51984,442.736,13.806,370,527
323,51984,442.835,13.792,378,528
324,51984,442.539,13.781,380,520
325,51984,442.446,13.677,378,524
326,51984,441.908,13.773,379,516
327,51984,441.946,13.702,374,524
328,51984,441.798,13.721,384,517
329,51984,441.299,13.549,379,529
330,51984,441.221,13.732,368,533
331,51984,441.169,13.571,354,534
332,51984,441.06,13.564,372,532
333,51984,440.558,13.612,375,534
334,51984,440.698,13.55,378,515
335,51984,440.356,13.516,372,529
336,51984,440.297,13.584,375,530
337,51984,439.935,13.491,382,552
338,51984,440.037,13.41,379,541
339,51984,439.863,13.448,378,506
340,51984,439.303,13.493,374,530
341,51984,439.293,13.396,377,514
342,51984,438.999,13.424,378,521
343,51984,439.116,13.38,379,522
344,51984,439.048,13.352,380,523
345,51984,438.709,13.447,374,513
346,51984,438.696,13.384,380,520
347,51984,438.458,13.321,377,523
348,51984,438.492,13.367,367,523
349,51984,438.401,13.318,379,514
350,51984,438.242,13.339,365,514
351,51984,437.956,13.251,376,522
352,51984,438.124,13.378,367,528
353,51984,437.7,13.324,377,526
354,51984,437.742,13.176,375,535
355,51984,437.783,13.271,372,545
356,51984,437.598,13.298,378,516
357,51984,437.407,13.234,366,509
358,51984,437.268,13.144,374,506
359,51984,437.209,13.194,375,551
360,51984,437.01,13.197,373,531
361,51984,436.982,13.154,379,519
362,51984,436.779,13.104,370,513
363,51984,436.576,13.12,371,524
364,51984,436.63,13.111,377,530
365,51984,436.558,13.169,376,526
366,51984,436.382,13.149,379,530
367,51984,436.337,13.099,373,524
368,51984,436.222,13.178,369,541
369,51984,436.253,13.135,363,523
370,51984,435.865,13.172,376,522
371,51984,435.933,12.962,376,519
372,51984,436.102,13.117,369,523
373,51984,435.942,13.066,370,514
374,51984,435.814,13.115,363,510
375,51984,435.483,13.067,377,533
376,51984,435.434,12.981,372,516
377,51984,435.554,13.049,375,520
378,51984,435.413,13.077,363,516
379,51984,435.239,13.06,373,529
380,51984,435.268,13.048,376,536
381,51984,435.305,13.027,364,521
382,51984,434.878,13.04,370,523
383,51984,434.996,13.033,379,515
384,51984,434.858,13.054,377,512
385,51984,434.724,12.897,370,516
386,51984,434.875,13.049,378,514
387,51984,434.851,12.947,378,508
388,51984,434.719,12.934,378,509
389,51984,434.459,12.998,371,516
390,51984,434.382,12.931,368,510
391,51984,434.316,12.937,369,519
392,51984,434.129,12.95,371,528
393,51984,434.101,12.952,373,508
394,51984,434.058,12.857,366,518
395,51984,433.88,12.919,376,531
396,51984,434.113,12.963,370,534
397,51984,433.653,12.948,375,544
398,51984,433.692,12.893,374,520
399,51984,433.668,12.91,380,513
400,51984,433.453,12.939,375,511
401,51984,433.571,12.83,377,512
402,51984,433.413,12.884,374,511
403,51984,433.208,12.842,378,511
404,51984,433.282,12.81,374,517
405,51984,433.273,12.965,370,523
406,51984,433.107,12.767,377,508
407,51984,433.404,12.815,378,506
408,51984,432.744,12.812,368,527
