 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,448.688,14.431,382,552
2,51984,439.016,13.537,380,536
3,51984,439.244,13.51,366,518
4,51984,439.383,13.463,356,541
5,51984,439.052,13.625,378,523
6,51984,438.971,13.5,377,515
7,51984,438.972,13.539,376,553
8,51984,438.995,13.625,384,518
9,51984,439.121,13.536,376,521
10,51984,438.951,13.474,377,518
11,51984,438.922,13.609,365,523
12,51984,438.877,13.562,369,516
13,51984,439.016,13.528,376,522
14,51984,439.084,13.61,368,524
15,51984,438.946,13.456,384,532
16,51984,438.893,13.612,370,536
17,51984,438.863,13.531,377,521
18,51984,439.111,13.575,386,519
19,51984,439.016,13.549,379,549
20,51984,438.795,13.665,376,524
21,51984,438.864,13.455,376,537
22,51984,438.831,13.527,385,527
23,51984,438.93,13.551,365,526
24,51984,438.843,13.527,382,542
25,51984,438.854,13.475,378,540
26,51984,438.877,13.501,382,512
27,51984,438.961,13.65,380,538
28,51984,438.746,13.397,368,519
29,51984,438.953,13.519,372,520
30,51984,438.914,13.536,367,522
31,51984,438.921,13.541,380,531
32,51984,438.969,13.519,376,522
33,51984,438.602,13.545,377,540
34,51984,438.731,13.614,379,517
35,51984,438.716,13.51,372,534
36,51984,439.005,13.468,372,522
37,51984,438.801,13.53,381,538
38,51984,438.837,13.579,381,520
39,51984,438.84,13.598,376,538
40,51984,438.764,13.591,371,534
41,51984,438.862,13.592,369,529
42,51984,439.096,13.486,371,514
43,51984,438.92,13.705,373,546
44,51984,438.885,13.425,382,532
45,51984,439.005,13.584,361,510
46,51984,438.962,13.483,385,533
47,51984,438.843,13.542,381,523
48,51984,438.768,13.496,372,533
49,51984,438.549,13.467,375,541
50,51984,438.923,13.573,378,519
51,51984,439.114,13.487,373,529
52,51984,438.946,13.556,376,514
53,51984,438.812,13.624,375,533
54,51984,438.717,13.548,385,522
55,51984,439.091,13.544,385,522
56,51984,439.095,13.506,377,519
57,51984,438.867,13.53,368,524
58,51984,438.813,13.488,368,534
59,51984,439.086,13.47,373,537
60,51984,438.871,13.56,380,539
61,51984,438.944,13.51,370,533
62,51984,438.723,13.565,369,535
63,51984,438.905,13.638,372,518
64,51984,438.775,13.46,378,524
65,51984,438.837,13.48,378,523
66,51984,438.914,13.504,376,525
67,51984,439.036,13.584,373,523
68,51984,438.782,13.495,370,544
69,51984,438.916,13.518,380,539
70,51984,438.856,13.533,376,534
71,51984,438.878,13.558,376,538
72,51984,438.892,13.6,381,522
73,51984,438.85,13.559,375,516
74,51984,438.967,13.448,385,515
75,51984,438.704,13.609,373,564
76,51984,438.734,13.538,384,523
77,51984,438.967,13.596,378,531
78,51984,438.884,13.575,383,538
79,51984,438.815,13.646,378,532
80,51984,438.822,13.455,374,523
81,51984,438.692,13.599,377,524
82,51984,438.934,13.544,375,526
83,51984,438.926,13.48,374,529
84,51984,439.088,13.646,381,544
85,51984,438.904,13.49,377,533
86,51984,438.744,13.428,376,539
87,51984,438.98,13.523,375,527
88,51984,438.819,13.52,375,558
89,51984,438.908,13.561,378,523
90,51984,438.874,13.513,377,558
91,51984,439.003,13.48,372,515
92,51984,438.963,13.465,386,527
93,51984,438.801,13.522,378,525
94,51984,438.882,13.512,376,514
95,51984,438.94,13.566,380,530
96,51984,438.624,13.308,381,518
97,51984,438.871,13.521,381,509
98,51984,438.867,13.553,385,516
99,51984,438.985,13.66,380,515
100,51984,438.473,13.563,383,522
101,51984,438.828,13.586,374,520
102,51984,438.723,13.561,378,531
103,51984,438.821,13.504,374,521
104,51984,438.881,13.583,379,511
105,51984,438.818,13.471,371,521
106,51984,438.928,13.543,372,532
107,51984,438.758,13.667,376,515
108,51984,438.776,13.622,373,515
109,51984,438.979,13.604,377,522
110,51984,438.803,13.593,381,522
111,51984,438.757,13.603,377,524
112,51984,438.827,13.618,370,525
113,51984,438.685,13.589,382,516
114,51984,438.937,13.563,377,514
115,51984,438.651,13.46,383,525
116,51984,438.661,13.59,378,519
117,51984,438.695,13.436,375,511
118,51984,438.899,13.493,370,538
119,51984,438.834,13.583,374,521
120,51984,438.624,13.639,374,525
121,51984,438.58,13.494,381,547
122,51984,438.69,13.528,377,519
123,51984,438.647,13.493,375,531
124,51984,438.823,13.674,382,537
125,51984,438.801,13.64,374,541
126,51984,438.831,13.511,371,531
127,51984,438.84,13.413,377,507
128,51984,438.771,13.574,376,530
129,51984,438.704,13.481,375,518
130,51984,438.784,13.523,372,517
131,51984,438.903,13.568,366,529
132,51984,438.773,13.564,380,518
133,51984,438.785,13.6,375,551
134,51984,438.714,13.634,384,521
135,51984,438.677,13.442,378,540
136,51984,438.82,13.511,379,522
137,51984,438.779,13.61,371,537
138,51984,438.854,13.437,376,517
139,51984,438.862,13.501,373,539
140,51984,438.833,13.602,376,511
141,51984,438.82,13.602,376,524
142,51984,438.769,13.495,377,517
143,51984,438.788,13.588,375,523
144,51984,438.975,13.558,380,527
145,51984,438.733,13.503,379,528
146,51984,438.656,13.657,362,532
147,51984,438.756,13.546,378,534
148,51984,438.791,13.677,368,538
149,51984,438.884,13.539,368,537
150,51984,438.545,13.652,376,523
151,51984,438.63,13.527,379,545
152,51984,438.888,13.607,370,533
153,51984,438.715,13.609,377,527
154,51984,438.795,13.618,370,549
155,51984,438.705,13.523,373,521
156,51984,438.674,13.522,377,528
157,51984,438.754,13.434,378,517
158,51984,438.728,13.473,371,534
159,51984,438.651,13.495,373,533
160,51984,438.849,13.524,363,532
161,51984,438.543,13.482,375,532
162,51984,438.783,13.557,364,519
163,51984,438.746,13.492,373,522
164,51984,438.731,13.508,376,521
165,51984,438.626,13.567,373,530
166,51984,438.771,13.59,374,521
167,51984,438.611,13.601,375,530
168,51984,438.828,13.633,374,522
169,51984,438.416,13.566,364,529
170,51984,438.991,13.503,364,518
171,51984,438.726,13.615,375,536
172,51984,438.737,13.561,356,554
173,51984,438.633,13.502,379,546
174,51984,438.636,13.485,371,527
175,51984,438.889,13.549,376,520
176,51984,438.722,13.575,380,545
177,51984,438.886,13.549,378,512
178,51984,438.62,13.636,363,534
179,51984,438.632,13.514,368,522
180,51984,438.643,13.548,378,533
181,51984,438.647,13.522,384,516
182,51984,438.804,13.51,378,525
183,51984,438.526,13.546,382,540
184,51984,438.528,13.594,375,546
185,51984,438.702,13.491,377,530
