 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,904.723,64.750,480,1073
2,51984,895.543,65.072,464,1056
3,51984,894.158,64.809,464,1046
4,51984,895.896,65.270,457,1050
5,51984,897.766,65.402,459,1054
6,51984,898.453,65.271,459,1057
7,51984,898.266,65.397,466,1068
8,51984,896.628,65.298,457,1060
9,51984,897.360,65.307,460,1066
10,51984,899.880,65.655,461,1048
11,51984,898.488,65.221,474,1081
12,51984,899.814,65.684,458,1094
13,51984,900.054,65.746,469,1062
14,51984,901.868,65.888,462,1078
15,51984,900.791,65.863,463,1085
16,51984,902.347,65.815,459,1068
17,51984,901.878,66.125,461,1066
18,51984,902.727,65.785,461,1064
19,51984,902.888,65.845,471,1068
20,51984,903.132,65.815,458,1061
21,51984,902.538,65.789,463,1059
22,51984,904.172,66.228,464,1077
23,51984,903.003,65.907,471,1064
24,51984,903.332,65.852,460,1060
25,51984,902.503,65.897,463,1076
26,51984,903.491,66.195,461,1070
27,51984,904.339,65.952,473,1063
28,51984,905.562,66.180,460,1060
29,51984,903.495,66.125,446,1090
30,51984,905.950,66.281,456,1067
31,51984,906.170,66.358,456,1056
32,51984,904.452,66.123,466,1063
33,51984,905.031,66.241,448,1062
34,51984,905.037,66.224,459,1049
35,51984,904.382,66.024,466,1071
36,51984,904.424,66.236,455,1059
37,51984,905.034,65.854,465,1076
38,51984,907.270,66.232,460,1071
39,51984,906.937,66.242,472,1084
40,51984,908.088,66.403,473,1065
41,51984,908.638,66.607,460,1062
42,51984,908.801,66.382,459,1060
43,51984,907.758,66.705,452,1073
44,51984,909.546,66.691,462,1065
45,51984,910.283,66.798,463,1072
46,51984,911.433,66.973,470,1080
47,51984,908.624,66.536,460,1070
48,51984,909.135,66.745,462,1077
49,51984,911.747,66.973,458,1077
50,51984,912.921,66.995,460,1073
51,51984,912.924,67.261,463,1075
52,51984,911.820,66.906,435,1071
53,51984,913.076,67.046,461,1064
54,51984,912.471,67.143,468,1080
55,51984,912.611,67.083,453,1066
56,51984,910.837,67.099,449,1089
57,51984,911.213,66.890,473,1078
58,51984,912.353,67.342,456,1057
59,51984,912.898,67.250,446,1083
60,51984,913.761,67.375,446,1090
61,51984,914.223,67.321,466,1069
62,51984,914.002,67.278,466,1064
63,51984,914.178,67.468,465,1088
64,51984,914.477,67.160,463,1082
65,51984,914.604,67.455,442,1062
66,51984,913.322,67.179,467,1090
67,51984,914.324,67.058,425,1087
68,51984,915.145,67.651,458,1075
69,51984,915.060,67.382,455,1074
70,51984,915.348,67.068,468,1069
71,51984,916.030,67.416,457,1095
72,51984,914.763,67.257,476,1098
73,51984,917.332,67.606,456,1055
74,51984,915.038,67.304,465,1077
75,51984,914.484,67.390,465,1069
76,51984,915.913,67.350,468,1086
77,51984,916.643,67.510,471,1075
78,51984,916.434,67.553,459,1079
79,51984,915.300,67.317,460,1068
80,51984,916.755,67.574,469,1084
81,51984,915.739,67.276,465,1072
82,51984,916.883,67.550,456,1079
83,51984,916.592,67.754,467,1077
84,51984,916.370,67.409,446,1097
85,51984,916.251,67.281,472,1084
86,51984,916.451,67.455,465,1068
87,51984,917.604,67.671,462,1082
88,51984,917.608,67.449,457,1077
89,51984,917.009,67.407,465,1076
90,51984,916.895,67.440,463,1072
91,51984,918.281,67.671,465,1089
92,51984,916.331,67.356,464,1073
93,51984,916.699,67.374,455,1063
94,51984,917.687,67.483,455,1066
95,51984,918.372,67.417,463,1074
96,51984,916.563,67.208,466,1094
97,51984,917.468,67.438,465,1080
98,51984,916.465,67.122,466,1079
99,51984,915.390,67.341,461,1078
100,51984,915.422,67.249,460,1079
101,51984,915.939,67.380,466,1072
102,51984,916.519,67.229,447,1100
103,51984,917.145,67.367,454,1100
104,51984,916.215,67.304,456,1094
105,51984,915.227,66.980,465,1079
106,51984,914.573,67.162,459,1074
107,51984,912.910,66.889,453,1080
108,51984,914.076,66.902,462,1098
109,51984,913.983,67.004,456,1070
110,51984,913.619,66.920,461,1088
111,51984,914.229,66.962,455,1076
112,51984,912.985,66.961,451,1104
113,51984,916.125,67.002,468,1086
114,51984,914.546,67.032,451,1102
115,51984,912.682,66.824,475,1061
116,51984,913.130,67.058,475,1075
117,51984,911.655,66.499,442,1079
118,51984,912.262,66.558,470,1061
119,51984,911.045,66.663,461,1087
120,51984,910.732,66.560,460,1086
121,51984,910.696,66.583,455,1066
122,51984,911.106,66.461,467,1061
123,51984,910.954,66.436,456,1067
124,51984,910.780,66.681,466,1065
125,51984,910.943,66.641,466,1086
126,51984,911.363,66.889,464,1084
127,51984,910.344,66.529,462,1103
128,51984,910.627,66.473,464,1073
129,51984,910.120,66.491,471,1086
130,51984,910.272,66.592,466,1086
131,51984,909.736,66.440,462,1065
132,51984,909.768,66.447,458,1077
133,51984,908.743,66.206,468,1079
134,51984,908.705,66.301,451,1063
135,51984,908.876,66.463,455,1077
136,51984,908.016,66.307,456,1059
137,51984,907.842,66.289,460,1074
138,51984,907.431,66.197,463,1089
139,51984,908.234,66.027,465,1064
140,51984,907.129,66.075,449,1064
141,51984,907.158,66.234,441,1054
142,51984,905.872,66.064,459,1070
143,51984,905.084,65.807,468,1063
144,51984,908.014,66.217,467,1079
145,51984,906.274,65.961,459,1082
146,51984,906.436,65.960,452,1071
147,51984,906.123,66.126,457,1060
148,51984,905.121,65.732,471,1077
149,51984,905.682,65.922,463,1074
150,51984,904.518,65.705,460,1062
151,51984,905.576,65.671,468,1063
152,51984,904.405,65.741,454,1080
153,51984,905.336,65.924,466,1059
154,51984,904.456,65.592,468,1083
155,51984,903.499,65.351,462,1052
156,51984,903.423,65.653,463,1068
157,51984,901.202,65.247,469,1061
158,51984,903.476,65.699,457,1057
159,51984,903.467,65.448,453,1058
160,51984,903.900,65.704,464,1080
161,51984,901.467,65.324,452,1094
162,51984,900.826,65.470,463,1074
163,51984,902.417,65.450,466,1061
164,51984,900.663,65.227,452,1066
165,51984,900.828,65.278,460,1046
166,51984,900.710,65.348,465,1052
167,51984,899.266,65.025,462,1055
168,51984,900.800,65.138,459,1059
169,51984,898.993,64.777,470,1102
170,51984,898.590,64.724,466,1071
171,51984,899.894,64.919,467,1057
172,51984,898.390,65.133,459,1059
173,51984,898.841,64.793,469,1053
174,51984,899.274,65.031,457,1038
175,51984,898.634,64.975,464,1046
176,51984,897.884,64.713,451,1044
177,51984,897.614,64.970,457,1052
178,51984,897.046,64.456,464,1112
179,51984,898.001,64.914,458,1052
180,51984,895.561,64.970,461,1066
181,51984,897.998,64.854,455,1058
182,51984,896.478,64.571,464,1044
183,51984,895.828,64.561,458,1055
184,51984,895.566,64.488,463,1048
185,51984,897.338,64.519,464,1053
186,51984,897.348,64.823,461,1056
187,51984,895.559,64.554,459,1065
188,51984,893.267,64.212,463,1043
189,51984,894.314,64.443,454,1049
190,51984,894.938,64.515,460,1041
191,51984,894.877,64.524,440,1066
192,51984,893.168,64.425,451,1053
193,51984,894.021,64.318,466,1043
