 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,18192.828,2144.298,2519,21696
2,51984,18179.719,2144.720,2531,21646
3,51984,18206.443,2149.323,2514,21354
4,51984,18130.107,2139.156,2474,21030
5,51984,18107.010,2135.157,2533,21354
6,51984,18086.412,2133.371,2494,21594
7,51984,18123.338,2140.732,2473,21561
8,51984,18108.035,2134.068,2497,21097
9,51984,18081.012,2133.853,2508,21321
10,51984,18058.820,2129.784,2512,21303
11,51984,18091.549,2134.678,2499,21474
12,51984,18028.910,2125.072,2473,21680
13,51984,18041.719,2126.609,2455,21286
14,51984,18023.422,2126.304,2489,21475
15,51984,18029.906,2126.780,2464,21594
16,51984,17980.787,2120.898,2439,21456
17,51984,17984.543,2119.634,2491,21217
18,51984,17965.420,2119.528,2525,21322
19,51984,17976.268,2119.594,2453,21458
20,51984,17941.859,2117.038,2460,21286
21,51984,17972.076,2121.496,2488,21578
22,51984,17897.605,2111.187,2440,21423
23,51984,17893.535,2109.793,2429,21595
24,51984,17961.766,2119.120,2467,21698
25,51984,17881.973,2109.235,2432,21321
26,51984,17902.068,2111.420,2438,21577
27,51984,17871.865,2107.454,2504,21509
28,51984,17858.154,2105.030,2536,20875
29,51984,17861.020,2107.232,2428,21320
30,51984,17869.340,2106.883,2451,20994
31,51984,17804.326,2099.149,2465,21235
32,51984,17810.637,2098.336,2424,20515
33,51984,17787.689,2096.705,2471,21440
34,51984,17758.920,2093.852,2434,21011
35,51984,17781.055,2097.102,2429,20977
36,51984,17771.229,2094.750,2377,21440
37,51984,17736.516,2091.725,2413,21252
38,51984,17709.779,2087.790,2331,20824
39,51984,17676.369,2082.287,2483,20789
40,51984,17714.701,2088.195,2451,21235
41,51984,17683.213,2086.601,2456,21149
42,51984,17678.438,2083.598,2481,21148
43,51984,17677.988,2083.383,2455,21337
44,51984,17684.209,2085.361,2519,20978
45,51984,17646.928,2079.782,2485,20807
46,51984,17709.906,2087.452,2406,20944
47,51984,17651.986,2080.196,2464,20858
48,51984,17629.695,2076.618,2401,21166
49,51984,17600.590,2074.740,2430,21098
50,51984,17619.258,2075.835,2454,20893
51,51984,17606.756,2074.267,2445,20961
52,51984,17632.963,2077.702,2488,21045
53,51984,17580.082,2071.086,2430,20824
54,51984,17617.379,2076.655,2453,20721
55,51984,17568.652,2071.164,2446,20737
56,51984,17547.959,2067.570,2469,21012
57,51984,17600.738,2074.852,2431,20737
58,51984,17594.197,2073.864,2459,21235
59,51984,17534.846,2066.857,2383,20875
60,51984,17526.260,2063.577,2489,20652
61,51984,17498.453,2061.135,2407,20891
62,51984,17538.348,2067.047,2334,21114
63,51984,17500.809,2059.622,2317,21372
64,51984,17497.535,2062.354,2473,20515
65,51984,17491.990,2060.181,2471,20840
66,51984,17507.723,2062.605,2476,20549
67,51984,17468.902,2056.727,2433,20944
68,51984,17470.514,2058.583,2466,20480
69,51984,17479.410,2058.796,2476,20840
70,51984,17500.191,2061.036,2379,20668
71,51984,17433.172,2052.662,2344,20652
72,51984,17431.740,2052.022,2471,20584
73,51984,17416.312,2051.847,2441,20669
74,51984,17383.506,2045.375,2419,20548
75,51984,17405.307,2050.197,2449,20377
76,51984,17340.135,2040.172,2350,20704
77,51984,17422.322,2051.294,2429,20908
78,51984,17370.367,2044.312,2399,20601
79,51984,17329.318,2038.252,2340,20497
80,51984,17306.467,2035.619,2385,20772
81,51984,17271.627,2031.496,2397,20429
82,51984,17307.000,2035.847,2413,20326
83,51984,17320.629,2037.773,2460,20961
84,51984,17247.465,2028.912,2467,20668
85,51984,17295.451,2036.986,2468,20651
86,51984,17311.189,2036.477,2379,21063
87,51984,17292.902,2034.208,2404,20807
88,51984,17253.455,2029.755,2385,20377
89,51984,17219.783,2026.256,2431,20446
90,51984,17261.004,2030.785,2376,20240
91,51984,17238.244,2027.887,2448,20394
92,51984,17243.707,2027.569,2343,20652
