 ,Area1,Mean1,StdDev1,Min1,Max1
1,51984,24259.943,2245.146,8202,29997
2,51984,24252.074,2246.209,8233,30596
3,51984,24245.848,2244.16,8139,29639
4,51984,24270.336,2247.576,8102,29930
5,51984,24271.324,2247.349,8292,29862
6,51984,24310.928,2252.954,8135,30151
7,51984,24257.277,2247.692,8195,29844
8,51984,24169.457,2236.598,8023,29981
9,51984,24167.963,2239.295,8224,29622
10,51984,24210.898,2243.152,8266,29843
11,51984,24207.02,2242.588,8204,29724
12,51984,24248.826,2244.579,8328,30050
13,51984,24179.449,2240.571,8251,29776
14,51984,24223.773,2243.995,8122,30357
15,51984,24189.383,2242.645,8075,30015
16,51984,24171.338,2242.156,8192,29588
17,51984,24306.389,2254.758,8227,29929
18,51984,24279.861,2250.718,8220,29895
19,51984,24186.939,2241.785,8137,29827
20,51984,24182.344,2241.885,8242,29998
21,51984,24238.471,2247.326,8272,30647
22,51984,24218.963,2245.559,8164,29913
23,51984,24198.633,2241.643,8201,29997
24,51984,24235.287,2246.594,8286,30151
25,51984,24192.92,2242.268,8184,29913
26,51984,24260.273,2250.109,8211,29930
27,51984,24203.824,2243.826,8300,29861
28,51984,24199.707,2244.93,8252,29879
29,51984,24228.877,2246.043,8136,30237
30,51984,24247.988,2249.162,8221,29843
31,51984,24153.367,2239.649,8251,29759
32,51984,24172.23,2241.49,8231,29706
33,51984,24157.502,2239.857,8113,30016
34,51984,24195.373,2246.003,8187,29980
35,51984,24253.754,2249.41,8271,30221
36,51984,24230.182,2248.361,8288,29707
37,51984,24244.59,2247.744,8258,29947
38,51984,24169.639,2242.5,8245,30083
39,51984,24232.463,2248.49,8223,30015
40,51984,24218.691,2248.539,8123,30221
41,51984,24260.047,2251.945,8258,29965
42,51984,24254.49,2250.625,8241,30203
43,51984,24229.516,2246.821,8198,30169
44,51984,24175.121,2244.121,8061,29963
45,51984,24224.846,2248.258,8240,30049
46,51984,24204.945,2248.735,8237,30015
47,51984,24154.529,2244.928,8219,29946
48,51984,24205.697,2247.329,8141,29843
49,51984,24212.32,2248.814,8211,30049
50,51984,24260.799,2252.499,8261,30134
51,51984,24282.148,2253.022,8301,29605
52,51984,24241.914,2250.01,8147,29399
53,51984,24250.289,2252.477,8308,30237
54,51984,24236.348,2251.881,8226,30084
55,51984,24242.488,2250.979,8060,30083
56,51984,24208.195,2249.326,8177,29845
57,51984,24214.98,2247.288,8248,29879
58,51984,24226.652,2251.192,8228,29964
59,51984,24250.059,2253.536,8234,30341
60,51984,24247.881,2252.434,8201,29946
61,51984,24247.316,2251.645,8293,30356
62,51984,24252.734,2251.289,8199,29861
63,51984,24202.881,2249.215,8196,29725
64,51984,24262.672,2253.309,8273,29930
65,51984,24207.283,2250.394,8106,29452
66,51984,24216.166,2251.31,8219,30255
67,51984,24172.887,2244.295,8110,29929
68,51984,24185.082,2245.559,8236,29704
69,51984,24190.508,2247.197,8092,29552
70,51984,24216.125,2249.253,8264,29792
71,51984,24229.523,2251.698,8231,29638
72,51984,24207.125,2248.217,8259,29912
73,51984,24175.965,2246.446,8280,29878
74,51984,24176.729,2247.501,8203,30033
75,51984,24199.82,2250.61,8232,30270
76,51984,24199.459,2249.19,8132,29502
77,51984,24184.643,2247.687,8223,29571
78,51984,24225.25,2250.813,8269,29758
79,51984,24256.295,2255.381,8124,29673
80,51984,24255.367,2254.258,8233,30067
81,51984,24221.484,2251.332,8204,30340
82,51984,24246.93,2251.583,8181,30101
83,51984,24212.934,2251.329,8275,30100
84,51984,24221.955,2252.125,8288,29759
85,51984,24249.488,2253.203,8209,29571
86,51984,24283.18,2256.059,8290,29998
87,51984,24133.01,2240.689,8294,30101
88,51984,24265.496,2251.661,8246,29929
89,51984,24194.387,2245.577,8151,30050
90,51984,24257.77,2253.484,8272,29775
91,51984,24253.436,2253.91,8274,29947
92,51984,24223.369,2251.086,8234,29827
93,51984,24278.553,2256.524,8192,30033
94,51984,24228.912,2253.334,8190,29810
95,51984,24276.283,2256.679,8058,29912
96,51984,24249.471,2258.05,7947,29109
97,51984,24264.631,2254.198,8066,29566
98,51984,24246.391,2253.766,8166,29861
99,51984,24128.092,2242.63,8048,29878
100,51984,24237.289,2251.762,8196,29947
101,51984,24239.156,2250.907,8252,29725
102,51984,24240.299,2252.004,8227,30134
103,51984,24208.941,2250.468,8270,30561
104,51984,24223.973,2252.903,8093,29725
105,51984,24284.111,2258.005,8234,29827
106,51984,24282.893,2257.704,8193,29878
107,51984,24182.664,2250.87,8085,29878
108,51984,24229.207,2254.264,8048,30101
109,51984,24280.09,2257.365,8134,29771
110,51984,24237.463,2252.988,8180,30168
111,51984,24283.457,2258.822,8177,29674
112,51984,24263.496,2256.651,8039,29981
113,51984,24264.77,2256.755,8261,29980
114,51984,24306.734,2260.484,8112,30289
115,51984,24249.215,2253.351,8183,29844
116,51984,24301.961,2257.504,8269,30219
117,51984,24211.947,2251.715,8258,30067
118,51984,24315.008,2261.96,8202,29861
119,51984,24274.484,2257.787,8047,29861
120,51984,24282.662,2258.073,8280,30014
121,51984,24328.697,2263.56,8208,29998
122,51984,24258.912,2255.929,8107,30015
123,51984,24272.955,2257.798,8301,29827
124,51984,24333.086,2265.895,8114,29981
125,51984,24359.611,2266.125,8110,30083
126,51984,24301.83,2260.798,8146,29725
127,51984,24306.172,2260.23,8036,29571
128,51984,24249.561,2256.116,8145,29690
129,51984,24291.271,2260.356,8035,30169
130,51984,24240.758,2255.916,8131,30408
131,51984,24264.326,2257.852,8213,29793
132,51984,24237.867,2254.592,8196,30033
133,51984,24247.254,2257.22,8190,29690
134,51984,24292.113,2259.666,8099,29912
135,51984,24306.623,2261.127,8246,30374
136,51984,24336.982,2264.785,8138,29895
137,51984,24320.648,2265.666,8136,30118
138,51984,24347.25,2267.119,8138,30289
139,51984,24286.973,2260.288,8244,30083
140,51984,24290.107,2261.843,8261,30016
141,51984,24372.699,2270.556,8228,29998
142,51984,24325.66,2263.387,8261,29877
143,51984,24310.945,2264.153,8232,30084
144,51984,24343.357,2267.22,8250,30527
145,51984,24325.285,2264.12,8212,30409
146,51984,24291.344,2257.586,8154,30048
147,51984,24391.822,2270.928,8191,30169
148,51984,24361.107,2267.55,8154,30373
149,51984,24336.326,2265.058,8214,30288
150,51984,24314.215,2261.72,8165,30237
151,51984,24311.381,2266.198,8246,29878
152,51984,24373.713,2269.904,8265,29724
153,51984,24434.098,2274.508,8258,29895
154,51984,24290.361,2262.607,8138,30375
155,51984,24344.152,2267.513,8225,30426
156,51984,24358.279,2266.866,8202,30117
157,51984,24378.654,2269.666,8127,30203
158,51984,24396.936,2270.747,8274,30253
159,51984,24390.336,2271.303,8254,30220
160,51984,24358.664,2265.467,8276,30152
161,51984,24332.156,2265.568,8274,29553
162,51984,24310.773,2263.788,8248,30168
163,51984,24354.799,2266.272,8073,30442
164,51984,24371.992,2268.211,8219,30390
165,51984,24305.676,2258.817,8178,30050
166,51984,24337.885,2266.01,8233,30169
167,51984,24308.793,2261.644,8174,30255
168,51984,24294.697,2260.937,8191,29929
169,51984,24341.637,2266.454,8233,29928
170,51984,24357.553,2261.774,8237,29998
171,51984,24290.67,2255.726,8197,30100
172,51984,24345.18,2262.749,8192,29878
173,51984,24334.355,2262.558,8331,30340
174,51984,24329.943,2261.058,8282,30220
175,51984,24235.539,2252.464,8174,29895
176,51984,24309.266,2256.683,8185,29895
177,51984,24277.732,2250.366,8168,29962
178,51984,24292.844,2253.279,8235,30204
179,51984,24296.705,2255.859,8270,29554
180,51984,24285.43,2248.919,8143,30170
181,51984,24243.975,2249.332,8272,30169
182,51984,24243.266,2246.33,8225,30202
183,51984,24203.191,2243.906,8206,30272
184,51984,24208.979,2243.413,8231,29775
185,51984,24175.457,2240.85,8149,29536
186,51984,24180.367,2238.671,8268,29809
187,51984,24168.707,2236.201,8285,29878
188,51984,24174.131,2236.95,8316,29588
189,51984,24121.377,2231.059,8222,29792
190,51984,24141,2230.041,8172,29826
191,51984,24081.889,2222.984,8216,29382
192,51984,24031.154,2218.312,8130,29399
193,51984,24065.072,2222.425,8207,29775
194,51984,24083.783,2222.113,8156,29929
195,51984,24005.066,2216.139,8097,29674
196,51984,24011.404,2213.831,8196,29378
197,51984,23978.998,2210.992,8218,29516
198,51984,24017.867,2211.636,8146,29964
199,51984,23948.695,2205,8158,29587
200,51984,23943.053,2200.509,8131,29039
201,51984,23918.232,2197.18,8075,29468
202,51984,23886.383,2198.544,8080,29469
203,51984,24361.613,2280.2,8236,29703
